id,account_id,occurred_at,standard_qty,gloss_qty,poster_qty,total,standard_amt_usd,gloss_amt_usd,poster_amt_usd,total_amt_usd
2216,2671,2015-01-15 08:02:00,108,37,32,177,538.92,277.13,259.84,1075.89
2217,2671,2015-02-13 18:55:00,117,17,36,170,583.83,127.33,292.32,1003.48
2218,2671,2015-03-14 12:20:00,107,0,35,142,533.93,0,284.2,818.13
2219,2671,2015-04-12 08:56:00,106,306,318,730,528.94,2291.94,2582.16,5403.04
2220,2671,2015-05-11 05:26:00,67,12,43,122,334.33,89.88,349.16,773.37
2221,2671,2015-06-09 17:53:00,137,31,25,193,683.63,232.19,203,1118.82
2222,2671,2015-07-09 06:50:00,120,40,37,197,598.8,299.6,300.44,1198.84
2223,2671,2015-08-08 16:29:00,98,40,0,138,489.02,299.6,0,788.62
2224,2671,2015-09-07 20:51:00,103,12,17,132,513.97,89.88,138.04,741.89
2225,2671,2015-10-07 04:17:00,120,31,23,174,598.8,232.19,186.76,1017.75
2226,2671,2015-11-06 02:02:00,109,19,0,128,543.91,142.31,0,686.22
2227,2671,2016-01-04 04:35:00,95,26,16,137,474.05,194.74,129.92,798.71
2228,2671,2016-02-02 07:41:00,94,100,24,218,469.06,749,194.88,1412.94
2229,2671,2016-03-02 15:15:00,103,5,31,139,513.97,37.45,251.72,803.14
2230,2671,2016-04-01 18:34:00,98,25,45,168,489.02,187.25,365.4,1041.67
2231,2671,2016-04-30 21:57:00,104,31,36,171,518.96,232.19,292.32,1043.47
2232,2671,2016-05-30 20:32:00,106,29,24,159,528.94,217.21,194.88,941.03
2233,2671,2016-06-29 08:04:00,108,29,29,166,538.92,217.21,235.48,991.61
2234,2671,2016-07-29 04:59:00,95,10,0,105,474.05,74.9,0,548.95
2235,2671,2016-08-27 02:53:00,98,0,27,125,489.02,0,219.24,708.26
2236,2671,2016-09-25 22:48:00,106,23,35,164,528.94,172.27,284.2,985.41
2237,2671,2016-10-25 05:49:00,63,85,45,193,314.37,636.65,365.4,1316.42
2238,2671,2016-11-23 03:55:00,90,17,34,141,449.1,127.33,276.08,852.51
2239,2671,2016-12-23 05:59:00,100,1,36,137,499,7.49,292.32,798.81
2240,2681,2015-03-27 21:55:00,302,34,0,336,1506.98,254.66,0,1761.64
2241,2681,2015-04-26 22:10:00,367,57,0,424,1831.33,426.93,0,2258.26
2242,2681,2015-05-25 06:09:00,287,60,0,347,1432.13,449.4,0,1881.53
2243,2681,2015-06-24 19:45:00,274,24,21,319,1367.26,179.76,170.52,1717.54
2244,2681,2015-07-24 04:38:00,552,31,22,605,2754.48,232.19,178.64,3165.31
2245,2681,2015-08-22 17:13:00,276,3032,3,3311,1377.24,22709.68,24.36,24111.28
2246,2681,2015-09-21 06:21:00,304,207,0,511,1516.96,1550.43,0,3067.39
2247,2681,2015-10-20 16:18:00,185,23,13,221,923.15,172.27,105.56,1200.98
2248,2681,2015-11-19 12:09:00,275,35,23,333,1372.25,262.15,186.76,1821.16
2249,2681,2015-12-19 11:09:00,317,23,33,373,1581.83,172.27,267.96,2022.06
2250,2681,2016-01-18 05:49:00,0,42,15,57,0,314.58,121.8,436.38
2251,2681,2016-02-16 10:16:00,305,0,95,400,1521.95,0,771.4,2293.35
2252,2681,2016-03-17 16:39:00,322,21,28,371,1606.78,157.29,227.36,1991.43
2253,2681,2016-04-16 06:57:00,304,0,12,316,1516.96,0,97.44,1614.4
2254,2681,2016-05-15 23:52:00,281,28,19,328,1402.19,209.72,154.28,1766.19
2255,2681,2016-06-13 11:08:00,293,24,287,604,1462.07,179.76,2330.44,3972.27
2256,2681,2016-07-12 11:19:00,211,26,14,251,1052.89,194.74,113.68,1361.31
2257,2681,2016-08-10 10:12:00,299,23,29,351,1492.01,172.27,235.48,1899.76
2258,2681,2016-09-09 05:08:00,265,24,20,309,1322.35,179.76,162.4,1664.51
2259,2681,2016-10-09 15:25:00,311,35,38,384,1551.89,262.15,308.56,2122.6
2260,2681,2016-11-08 03:13:00,256,40,23,319,1277.44,299.6,186.76,1763.8
2261,2681,2016-12-08 13:24:00,302,28,0,330,1506.98,209.72,0,1716.7
2262,2691,2015-08-12 23:37:00,502,0,9,511,2504.98,0,73.08,2578.06
2263,2691,2015-09-11 11:44:00,492,0,52,544,2455.08,0,422.24,2877.32
2264,2691,2015-10-10 20:11:00,494,4,13,511,2465.06,29.96,105.56,2600.58
2265,2691,2015-11-09 14:15:00,505,12,6,523,2519.95,89.88,48.72,2658.55
2266,2691,2015-12-09 16:42:00,504,10,29,543,2514.96,74.9,235.48,2825.34
2267,2691,2016-01-07 12:13:00,506,0,26,532,2524.94,0,211.12,2736.06
2268,2691,2016-02-06 02:55:00,499,0,19,518,2490.01,0,154.28,2644.29
2269,2691,2016-03-07 08:32:00,514,7,36,557,2564.86,52.43,292.32,2909.61
2270,2691,2016-04-05 06:39:00,421,6,16,443,2100.79,44.94,129.92,2275.65
2271,2691,2016-05-05 15:47:00,505,18,24,547,2519.95,134.82,194.88,2849.65
2272,2691,2016-06-03 18:56:00,513,0,33,546,2559.87,0,267.96,2827.83
2273,2691,2016-07-03 03:46:00,450,7,0,457,2245.5,52.43,0,2297.93
2274,2691,2016-08-01 08:33:00,542,17,19,578,2704.58,127.33,154.28,2986.19
2275,2691,2016-08-30 06:52:00,1437,12,25,1474,7170.63,89.88,203,7463.51
2276,2691,2016-09-29 00:28:00,503,16,61,580,2509.97,119.84,495.32,3125.13
2277,2691,2016-10-29 14:59:00,488,13,82,583,2435.12,97.37,665.84,3198.33
2278,2691,2016-11-28 02:00:00,503,7,21,531,2509.97,52.43,170.52,2732.92
2279,2691,2016-12-28 02:45:00,581,1,0,582,2899.19,7.49,0,2906.68
2280,2701,2015-11-24 04:51:00,157,0,9,166,783.43,0,73.08,856.51
2281,2701,2015-12-24 14:00:00,122,15,26,163,608.78,112.35,211.12,932.25
2282,2701,2016-01-23 22:20:00,147,55,86,288,733.53,411.95,698.32,1843.8
2283,2701,2016-02-22 08:46:00,107,20,0,127,533.93,149.8,0,683.73
2284,2701,2016-03-22 22:43:00,154,10,2008,2172,768.46,74.9,16304.96,17148.32
2285,2701,2016-04-20 18:47:00,112,13,0,125,558.88,97.37,0,656.25
2286,2701,2016-05-20 20:17:00,168,0,14,182,838.32,0,113.68,952
2287,2701,2016-06-19 10:22:00,159,24,6,189,793.41,179.76,48.72,1021.89
2288,2701,2016-07-18 16:59:00,165,22,24,211,823.35,164.78,194.88,1183.01
2289,2701,2016-08-16 11:01:00,154,15,86,255,768.46,112.35,698.32,1579.13
2290,2701,2016-09-15 02:40:00,97,14,0,111,484.03,104.86,0,588.89
2291,2701,2016-10-14 01:02:00,139,14,15,168,693.61,104.86,121.8,920.27
2292,2701,2016-11-12 13:16:00,116,12,4,132,578.84,89.88,32.48,701.2
2293,2701,2016-12-11 15:36:00,152,6,31,189,758.48,44.94,251.72,1055.14
2294,2711,2016-04-19 03:11:00,529,0,16,545,2639.71,0,129.92,2769.63
2295,2711,2016-05-19 16:23:00,497,16,58,571,2480.03,119.84,470.96,3070.83
2296,2711,2016-06-18 00:46:00,487,5,12,504,2430.13,37.45,97.44,2565.02
2297,2711,2016-07-17 13:03:00,495,250,36,781,2470.05,1872.5,292.32,4634.87
2298,2711,2016-08-16 04:55:00,514,13,6,533,2564.86,97.37,48.72,2710.95
2299,2711,2016-09-14 00:44:00,490,0,11,501,2445.1,0,89.32,2534.42
2300,2711,2016-10-13 18:12:00,482,15,6,503,2405.18,112.35,48.72,2566.25
2301,2711,2016-11-12 03:04:00,518,15,8,541,2584.82,112.35,64.96,2762.13
2302,2711,2016-12-11 22:14:00,496,0,8,504,2475.04,0,64.96,2540
2303,2721,2016-11-15 22:57:00,290,66,11,367,1447.1,494.34,89.32,2030.76
2304,2721,2016-12-15 12:15:00,0,23,29,52,0,172.27,235.48,407.75
2305,2731,2013-12-08 00:54:00,490,12,6,508,2445.1,89.88,48.72,2583.7
2306,2731,2014-01-07 12:23:00,514,15,0,529,2564.86,112.35,0,2677.21
2307,2731,2014-02-05 03:06:00,504,11,14,529,2514.96,82.39,113.68,2711.03
2308,2731,2014-03-06 01:25:00,498,0,12,510,2485.02,0,97.44,2582.46
2309,2731,2014-04-05 02:00:00,680,7,19,706,3393.2,52.43,154.28,3599.91
2310,2731,2014-05-05 13:31:00,490,7,2,499,2445.1,52.43,16.24,2513.77
2311,2731,2014-06-04 13:56:00,498,5,0,503,2485.02,37.45,0,2522.47
2312,2731,2014-07-04 09:29:00,477,0,10,487,2380.23,0,81.2,2461.43
2313,2731,2014-08-03 20:48:00,547,16,41,604,2729.53,119.84,332.92,3182.29
2314,2731,2014-09-01 18:16:00,445,13,0,458,2220.55,97.37,0,2317.92
2315,2731,2014-09-30 09:45:00,484,24,12,520,2415.16,179.76,97.44,2692.36
2316,2731,2014-10-29 12:58:00,506,0,14,520,2524.94,0,113.68,2638.62
2317,2731,2014-11-27 00:56:00,509,21,2,532,2539.91,157.29,16.24,2713.44
2318,2731,2014-12-27 19:59:00,506,1,9,516,2524.94,7.49,73.08,2605.51
2319,2731,2015-01-25 19:41:00,592,6,0,598,2954.08,44.94,0,2999.02
2320,2731,2015-02-23 17:23:00,501,147,21,669,2499.99,1101.03,170.52,3771.54
2321,2731,2015-03-24 05:49:00,487,21,7,515,2430.13,157.29,56.84,2644.26
2322,2731,2015-04-22 07:35:00,492,8,17,517,2455.08,59.92,138.04,2653.04
2323,2731,2015-05-22 02:46:00,502,17,5,524,2504.98,127.33,40.6,2672.91
2324,2731,2015-06-21 15:32:00,516,4,6,526,2574.84,29.96,48.72,2653.52
2325,2731,2015-07-20 10:22:00,500,6,15,521,2495,44.94,121.8,2661.74
2326,2731,2015-08-18 16:17:00,497,0,0,497,2480.03,0,0,2480.03
2327,2731,2015-09-17 06:08:00,537,61,11,609,2679.63,456.89,89.32,3225.84
2328,2731,2015-10-17 06:29:00,497,38,42,577,2480.03,284.62,341.04,3105.69
2329,2731,2015-11-15 13:18:00,495,11,0,506,2470.05,82.39,0,2552.44
2330,2731,2015-12-14 12:47:00,482,0,12,494,2405.18,0,97.44,2502.62
2331,2731,2016-01-13 23:10:00,481,10,36,527,2400.19,74.9,292.32,2767.41
2332,2731,2016-02-12 05:25:00,498,16,30,544,2485.02,119.84,243.6,2848.46
2333,2731,2016-03-12 17:32:00,454,8,27,489,2265.46,59.92,219.24,2544.62
2334,2731,2016-04-10 12:27:00,507,11,14,532,2529.93,82.39,113.68,2726
2335,2731,2016-05-09 12:27:00,510,0,0,510,2544.9,0,0,2544.9
2336,2731,2016-06-08 06:47:00,482,20,26,528,2405.18,149.8,211.12,2766.1
2337,2731,2016-07-08 22:16:00,338,14,12,364,1686.62,104.86,97.44,1888.92
2338,2731,2016-08-07 11:10:00,491,30,0,521,2450.09,224.7,0,2674.79
2339,2731,2016-09-05 15:24:00,519,8,37,564,2589.81,59.92,300.44,2950.17
2340,2731,2016-10-05 23:35:00,539,78,27,644,2689.61,584.22,219.24,3493.07
2341,2731,2016-11-03 13:11:00,513,3,15,531,2559.87,22.47,121.8,2704.14
2342,2731,2016-12-02 22:48:00,504,71,1,576,2514.96,531.79,8.12,3054.87
2343,2731,2016-12-31 21:28:00,497,17,0,514,2480.03,127.33,0,2607.36
2344,2741,2016-07-19 23:04:00,304,48,22,374,1516.96,359.52,178.64,2055.12
2345,2741,2016-08-18 20:53:00,303,41,0,344,1511.97,307.09,0,1819.06
2346,2741,2016-09-17 08:30:00,300,42,0,342,1497,314.58,0,1811.58
2347,2741,2016-10-17 01:52:00,278,42,19,339,1387.22,314.58,154.28,1856.08
2348,2741,2016-11-16 04:58:00,447,29,25,501,2230.53,217.21,203,2650.74
2349,2741,2016-12-15 03:21:00,295,49,0,344,1472.05,367.01,0,1839.06
2350,2751,2016-10-28 07:15:00,295,44,32,371,1472.05,329.56,259.84,2061.45
2351,2751,2016-11-26 08:57:00,292,32,17,341,1457.08,239.68,138.04,1834.8
2352,2751,2016-12-26 03:14:00,276,24,15,315,1377.24,179.76,121.8,1678.8
2353,2761,2016-10-12 19:29:00,319,31,10,360,1591.81,232.19,81.2,1905.2
2354,2761,2016-11-11 13:20:00,285,49,23,357,1422.15,367.01,186.76,1975.92
2355,2761,2016-12-10 16:34:00,0,0,7,7,0,0,56.84,56.84
2356,2771,2013-12-19 16:52:00,107,35,25,167,533.93,262.15,203,999.08
2357,2771,2014-01-18 08:35:00,85,33,0,118,424.15,247.17,0,671.32
2358,2771,2014-02-16 10:01:00,162,30,53,245,808.38,224.7,430.36,1463.44
2359,2771,2014-03-18 09:38:00,100,43,22,165,499,322.07,178.64,999.71
2360,2781,2016-12-10 09:40:00,370,24,16,410,1846.3,179.76,129.92,2155.98
2361,2791,2016-10-28 23:27:00,50,32,18,100,249.5,239.68,146.16,635.34
2362,2791,2016-11-27 20:10:00,134,57,2,193,668.66,426.93,16.24,1111.83
2363,2791,2016-12-26 18:38:00,171,49,35,255,853.29,367.01,284.2,1504.5
2364,2801,2016-03-07 22:16:00,496,14,9,519,2475.04,104.86,73.08,2652.98
2365,2801,2016-04-05 09:35:00,602,0,0,602,3003.98,0,0,3003.98
2366,2801,2016-05-05 05:06:00,492,7,35,534,2455.08,52.43,284.2,2791.71
2367,2801,2016-06-03 08:43:00,505,24,0,529,2519.95,179.76,0,2699.71
2368,2801,2016-07-03 23:20:00,500,0,0,500,2495,0,0,2495
2369,2811,2016-10-01 13:47:00,0,22,48,70,0,164.78,389.76,554.54
2370,2811,2016-10-30 02:04:00,695,39,16,750,3468.05,292.11,129.92,3890.08
2371,2811,2016-11-28 19:38:00,297,11,0,308,1482.03,82.39,0,1564.42
2372,2811,2016-12-27 16:31:00,437,44,39,520,2180.63,329.56,316.68,2826.87
2373,2821,2016-07-31 01:20:00,100,146,47,293,499,1093.54,381.64,1974.18
2374,2821,2016-08-29 04:21:00,101,51,28,180,503.99,381.99,227.36,1113.34
2375,2821,2016-09-27 04:34:00,114,16,25,155,568.86,119.84,203,891.7
2376,2821,2016-10-26 22:45:00,25,23,28,76,124.75,172.27,227.36,524.38
2377,2821,2016-11-24 21:06:00,89,9,30,128,444.11,67.41,243.6,755.12
2378,2821,2016-12-23 03:21:00,89,32,31,152,444.11,239.68,251.72,935.51
2379,2831,2016-04-26 08:49:00,275,0,34,309,1372.25,0,276.08,1648.33
2380,2831,2016-05-25 14:22:00,295,31,23,349,1472.05,232.19,186.76,1891
2381,2831,2016-06-23 22:03:00,298,16,13,327,1487.02,119.84,105.56,1712.42
2382,2831,2016-07-22 18:21:00,331,24,20,375,1651.69,179.76,162.4,1993.85
2383,2831,2016-08-20 13:40:00,234,38,30,302,1167.66,284.62,243.6,1695.88
2384,2831,2016-09-18 23:49:00,296,34,60,390,1477.04,254.66,487.2,2218.9
2385,2831,2016-10-18 16:50:00,328,30,0,358,1636.72,224.7,0,1861.42
2386,2831,2016-11-17 02:59:00,296,47,35,378,1477.04,352.03,284.2,2113.27
2387,2831,2016-12-16 14:35:00,308,43,45,396,1536.92,322.07,365.4,2224.39
2388,2841,2016-01-09 06:30:00,671,0,6,677,3348.29,0,48.72,3397.01
2389,2841,2016-02-08 03:43:00,494,16,56,566,2465.06,119.84,454.72,3039.62
2390,2841,2016-03-09 23:13:00,485,19,0,504,2420.15,142.31,0,2562.46
2391,2841,2016-04-08 14:56:00,487,13,0,500,2430.13,97.37,0,2527.5
2392,2841,2016-05-08 11:01:00,522,19,21,562,2604.78,142.31,170.52,2917.61
2393,2841,2016-06-06 10:32:00,561,45,0,606,2799.39,337.05,0,3136.44
2394,2841,2016-07-06 13:34:00,524,16,0,540,2614.76,119.84,0,2734.6
2395,2841,2016-08-05 17:58:00,513,25,356,894,2559.87,187.25,2890.72,5637.84
2396,2841,2016-09-04 10:35:00,509,0,29,538,2539.91,0,235.48,2775.39
2397,2841,2016-10-03 14:50:00,503,13,9,525,2509.97,97.37,73.08,2680.42
2398,2841,2016-11-01 08:48:00,500,9,14,523,2495,67.41,113.68,2676.09
2399,2841,2016-11-30 18:26:00,434,0,16,450,2165.66,0,129.92,2295.58
2400,2841,2016-12-30 23:44:00,507,28,50,585,2529.93,209.72,406,3145.65
2401,2851,2015-12-08 06:33:00,484,9,24,517,2415.16,67.41,194.88,2677.45
2402,2851,2016-01-06 00:10:00,0,8,12,20,0,59.92,97.44,157.36
2403,2851,2016-02-05 19:22:00,504,9,37,550,2514.96,67.41,300.44,2882.81
2404,2851,2016-03-05 10:02:00,524,0,0,524,2614.76,0,0,2614.76
2405,2851,2016-04-03 14:49:00,498,0,0,498,2485.02,0,0,2485.02
2406,2851,2016-05-02 12:35:00,496,0,1,497,2475.04,0,8.12,2483.16
2407,2851,2016-05-31 07:24:00,551,28,34,613,2749.49,209.72,276.08,3235.29
2408,2851,2016-06-30 03:47:00,507,8,30,545,2529.93,59.92,243.6,2833.45
2409,2851,2016-07-29 04:33:00,499,3,0,502,2490.01,22.47,0,2512.48
2410,2851,2016-08-28 12:23:00,507,0,0,507,2529.93,0,0,2529.93
2411,2851,2016-09-26 11:48:00,528,27,0,555,2634.72,202.23,0,2836.95
2412,2851,2016-10-26 07:27:00,494,23,6,523,2465.06,172.27,48.72,2686.05
2413,2851,2016-11-25 02:10:00,487,19,0,506,2430.13,142.31,0,2572.44
2414,2851,2016-12-24 09:51:00,43,0,39,82,214.57,0,316.68,531.25
2415,2861,2013-12-04 04:45:00,490,15,11,516,2445.1,112.35,89.32,2646.77
2416,2861,2014-01-02 10:00:00,496,22,18,536,2475.04,164.78,146.16,2785.98
2417,2861,2014-02-01 20:15:00,527,27,11,565,2629.73,202.23,89.32,2921.28
2418,2861,2014-03-03 08:41:00,565,0,0,565,2819.35,0,0,2819.35
2419,2861,2014-04-01 07:45:00,488,52,43,583,2435.12,389.48,349.16,3173.76
2420,2861,2014-04-30 01:06:00,400,2,8,410,1996,14.98,64.96,2075.94
2421,2861,2014-05-30 19:50:00,496,0,19,515,2475.04,0,154.28,2629.32
2422,2861,2014-06-29 19:38:00,502,1,31,534,2504.98,7.49,251.72,2764.19
2423,2861,2014-07-28 10:30:00,488,22,9,519,2435.12,164.78,73.08,2672.98
2424,2861,2014-08-27 23:08:00,399,9,0,408,1991.01,67.41,0,2058.42
2425,2861,2014-09-25 09:13:00,496,0,14,510,2475.04,0,113.68,2588.72
2426,2861,2014-10-24 12:00:00,542,21,22,585,2704.58,157.29,178.64,3040.51
2427,2861,2014-11-23 12:53:00,508,7,15,530,2534.92,52.43,121.8,2709.15
2428,2861,2014-12-22 23:19:00,496,24,18,538,2475.04,179.76,146.16,2800.96
2429,2861,2015-01-20 14:55:00,545,4,0,549,2719.55,29.96,0,2749.51
2430,2861,2015-02-19 02:44:00,508,30,0,538,2534.92,224.7,0,2759.62
2431,2861,2015-03-21 07:42:00,637,0,11,648,3178.63,0,89.32,3267.95
2432,2861,2015-04-19 12:22:00,502,0,10,512,2504.98,0,81.2,2586.18
2433,2861,2015-05-18 23:40:00,492,1,0,493,2455.08,7.49,0,2462.57
2434,2861,2015-06-16 21:10:00,509,0,11,520,2539.91,0,89.32,2629.23
2435,2861,2015-07-16 04:05:00,510,28,0,538,2544.9,209.72,0,2754.62
2436,2861,2015-08-14 16:49:00,502,3,4,509,2504.98,22.47,32.48,2559.93
2437,2861,2015-09-12 05:38:00,520,12,45,577,2594.8,89.88,365.4,3050.08
2438,2861,2015-10-12 04:23:00,496,0,15,511,2475.04,0,121.8,2596.84
2439,2861,2015-11-10 16:24:00,546,0,11,557,2724.54,0,89.32,2813.86
2440,2861,2015-12-10 01:37:00,0,17,3,20,0,127.33,24.36,151.69
2441,2861,2016-01-08 11:47:00,477,15,5,497,2380.23,112.35,40.6,2533.18
2442,2861,2016-02-06 14:27:00,504,16,0,520,2514.96,119.84,0,2634.8
2443,2861,2016-03-07 22:42:00,500,0,0,500,2495,0,0,2495
2444,2861,2016-04-06 23:21:00,513,27,3,543,2559.87,202.23,24.36,2786.46
2445,2861,2016-05-06 14:24:00,491,0,48,539,2450.09,0,389.76,2839.85
2446,2861,2016-06-04 23:40:00,506,0,0,506,2524.94,0,0,2524.94
2447,2861,2016-07-03 22:17:00,496,0,17,513,2475.04,0,138.04,2613.08
2448,2861,2016-08-02 16:38:00,523,3,12,538,2609.77,22.47,97.44,2729.68
2449,2861,2016-08-31 08:57:00,529,0,32,561,2639.71,0,259.84,2899.55
2450,2861,2016-09-29 04:30:00,496,32,11,539,2475.04,239.68,89.32,2804.04
2451,2861,2016-10-28 21:45:00,497,15,29,541,2480.03,112.35,235.48,2827.86
2452,2861,2016-11-26 14:36:00,488,15,12,515,2435.12,112.35,97.44,2644.91
2453,2861,2016-12-26 04:21:00,474,55,5,534,2365.26,411.95,40.6,2817.81
2454,2871,2013-12-14 21:40:00,533,11,0,544,2659.67,82.39,0,2742.06
2455,2871,2014-01-12 03:43:00,513,0,6,519,2559.87,0,48.72,2608.59
2456,2871,2014-02-10 16:03:00,484,10,16,510,2415.16,74.9,129.92,2619.98
2457,2871,2014-03-11 05:55:00,503,18,0,521,2509.97,134.82,0,2644.79
2458,2871,2014-04-09 19:58:00,554,2,0,556,2764.46,14.98,0,2779.44
2459,2871,2014-05-09 10:39:00,511,32,0,543,2549.89,239.68,0,2789.57
2460,2871,2014-06-07 03:34:00,481,17,29,527,2400.19,127.33,235.48,2763
2461,2871,2014-07-07 12:44:00,482,0,0,482,2405.18,0,0,2405.18
2462,2871,2014-08-06 12:30:00,482,7,12,501,2405.18,52.43,97.44,2555.05
2463,2871,2014-09-04 01:09:00,440,0,0,440,2195.6,0,0,2195.6
2464,2871,2014-10-04 22:29:00,486,1,43,530,2425.14,7.49,349.16,2781.79
2465,2871,2014-11-03 17:18:00,525,12,17,554,2619.75,89.88,138.04,2847.67
2466,2871,2014-12-03 02:23:00,548,32,267,847,2734.52,239.68,2168.04,5142.24
2467,2871,2015-01-01 05:53:00,494,19,16,529,2465.06,142.31,129.92,2737.29
2468,2871,2015-01-31 11:53:00,519,0,1,520,2589.81,0,8.12,2597.93
2469,2871,2015-03-01 05:39:00,519,386,19,924,2589.81,2891.14,154.28,5635.23
2470,2871,2015-03-30 21:05:00,498,11,93,602,2485.02,82.39,755.16,3322.57
2471,2871,2015-04-29 22:32:00,511,11,4,526,2549.89,82.39,32.48,2664.76
2472,2871,2015-05-28 04:26:00,496,9,13,518,2475.04,67.41,105.56,2648.01
2473,2871,2015-06-26 23:23:00,490,23,100,613,2445.1,172.27,812,3429.37
2474,2871,2015-07-25 13:33:00,489,9,3,501,2440.11,67.41,24.36,2531.88
2475,2871,2015-08-23 19:37:00,445,0,5,450,2220.55,0,40.6,2261.15
2476,2871,2015-09-22 12:39:00,481,36,58,575,2400.19,269.64,470.96,3140.79
2477,2871,2015-10-21 19:03:00,514,5,12,531,2564.86,37.45,97.44,2699.75
2478,2871,2015-11-20 12:12:00,545,12,42,599,2719.55,89.88,341.04,3150.47
2479,2871,2015-12-20 22:00:00,487,25,19,531,2430.13,187.25,154.28,2771.66
2480,2871,2016-01-18 23:14:00,498,22,15,535,2485.02,164.78,121.8,2771.6
2481,2871,2016-02-17 03:19:00,508,16,14,538,2534.92,119.84,113.68,2768.44
2482,2871,2016-03-17 18:33:00,550,18,0,568,2744.5,134.82,0,2879.32
2483,2871,2016-04-16 07:30:00,504,3,38,545,2514.96,22.47,308.56,2845.99
2484,2871,2016-05-16 16:06:00,520,1,18,539,2594.8,7.49,146.16,2748.45
2485,2871,2016-06-14 08:51:00,502,8,236,746,2504.98,59.92,1916.32,4481.22
2486,2871,2016-07-13 17:33:00,482,0,13,495,2405.18,0,105.56,2510.74
2487,2871,2016-08-11 19:47:00,495,0,20,515,2470.05,0,162.4,2632.45
2488,2871,2016-09-09 18:37:00,501,16,16,533,2499.99,119.84,129.92,2749.75
2489,2871,2016-10-09 06:58:00,557,0,35,592,2779.43,0,284.2,3063.63
2490,2871,2016-11-08 01:13:00,494,12,0,506,2465.06,89.88,0,2554.94
2491,2871,2016-12-08 15:51:00,506,9,0,515,2524.94,67.41,0,2592.35
2492,2881,2013-12-22 07:29:00,497,23,10,530,2480.03,172.27,81.2,2733.5
2493,2881,2014-01-21 10:26:00,519,23,15,557,2589.81,172.27,121.8,2883.88
2494,2881,2014-02-20 18:10:00,507,0,0,507,2529.93,0,0,2529.93
2495,2881,2014-03-21 07:34:00,498,15,4,517,2485.02,112.35,32.48,2629.85
2496,2881,2014-04-19 21:41:00,537,5,22,564,2679.63,37.45,178.64,2895.72
2497,2881,2014-05-19 06:10:00,502,16,13,531,2504.98,119.84,105.56,2730.38
2498,2881,2014-06-18 17:31:00,492,10,12,514,2455.08,74.9,97.44,2627.42
2499,2881,2014-07-18 16:52:00,495,18,13,526,2470.05,134.82,105.56,2710.43
2500,2881,2014-08-16 20:38:00,471,21,12,504,2350.29,157.29,97.44,2605.02
2501,2881,2014-09-14 00:58:00,504,0,33,537,2514.96,0,267.96,2782.92
2502,2881,2014-10-14 13:04:00,583,18,11,612,2909.17,134.82,89.32,3133.31
2503,2881,2014-11-12 19:44:00,487,22,14,523,2430.13,164.78,113.68,2708.59
2504,2881,2014-12-11 17:41:00,593,28,10,631,2959.07,209.72,81.2,3249.99
2505,2881,2015-01-10 16:29:00,452,0,203,655,2255.48,0,1648.36,3903.84
2506,2881,2015-02-09 19:22:00,467,11,31,509,2330.33,82.39,251.72,2664.44
2507,2881,2015-03-11 08:21:00,496,28,14,538,2475.04,209.72,113.68,2798.44
2508,2881,2015-04-09 09:28:00,503,7,9,519,2509.97,52.43,73.08,2635.48
2509,2881,2015-05-09 17:13:00,377,15,0,392,1881.23,112.35,0,1993.58
2510,2881,2015-06-07 06:20:00,1007,5,24,1036,5024.93,37.45,194.88,5257.26
2511,2881,2015-07-06 07:58:00,493,6,241,740,2460.07,44.94,1956.92,4461.93
2512,2881,2015-08-05 11:52:00,508,0,0,508,2534.92,0,0,2534.92
2513,2881,2015-09-04 01:17:00,505,0,4,509,2519.95,0,32.48,2552.43
2514,2881,2015-10-03 22:49:00,502,4,32,538,2504.98,29.96,259.84,2794.78
2515,2881,2015-11-03 00:08:00,488,0,72,560,2435.12,0,584.64,3019.76
2516,2881,2015-12-02 11:37:00,498,0,11,509,2485.02,0,89.32,2574.34
2517,2881,2016-01-01 06:01:00,503,0,7,510,2509.97,0,56.84,2566.81
2518,2881,2016-01-30 16:55:00,0,0,0,0,0,0,0,0
2519,2881,2016-02-28 22:11:00,490,14,3,507,2445.1,104.86,24.36,2574.32
2520,2881,2016-03-28 16:06:00,0,10,38,48,0,74.9,308.56,383.46
2521,2881,2016-04-27 16:54:00,507,64,2,573,2529.93,479.36,16.24,3025.53
2522,2881,2016-05-27 11:46:00,521,0,0,521,2599.79,0,0,2599.79
2523,2881,2016-06-25 02:10:00,467,15,4,486,2330.33,112.35,32.48,2475.16
2524,2881,2016-07-25 21:55:00,508,10,13,531,2534.92,74.9,105.56,2715.38
2525,2881,2016-08-23 11:05:00,489,31,1,521,2440.11,232.19,8.12,2680.42
2526,2881,2016-09-22 14:53:00,506,16,1,523,2524.94,119.84,8.12,2652.9
2527,2881,2016-10-22 09:17:00,490,11,13,514,2445.1,82.39,105.56,2633.05
2528,2881,2016-11-21 14:47:00,502,25,17,544,2504.98,187.25,138.04,2830.27
2529,2881,2016-12-20 20:03:00,499,8,11,518,2490.01,59.92,89.32,2639.25
2530,2891,2016-11-10 11:19:00,362,336,0,698,1806.38,2516.64,0,4323.02
2531,2891,2016-12-09 15:07:00,333,79,3,415,1661.67,591.71,24.36,2277.74
2532,2901,2016-03-08 09:52:00,296,37,46,379,1477.04,277.13,373.52,2127.69
2533,2901,2016-04-06 09:28:00,303,31,23,357,1511.97,232.19,186.76,1930.92
